TransactionID,Amount,CustomerID,Timestamp,MerchantID,FraudIndicator,TransactionAmount,AnomalyScore,Category,Name,Age,Address,AccountBalance,LastLogin,SuspiciousFlag,MerchantName,Location,Month,DayOfWeek,Hour,ai_risk_score,ai_risk_level,ai_intervention
126,55.2,1069,2022-01-06 05:00:00,2226,0,60.03,0.4077,Other,Customer 1069,38,Address 1069,8363.07,2022-03-10,0,Merchant 2226,Location 2226,2022-01,Thursday,5,0.1878,Low Risk,No action
127,55.49,1569,2022-01-06 06:00:00,2390,0,89.73,0.547,Other,Customer 1569,31,Address 1569,6363.94,2023-07-23,0,Merchant 2390,Location 2390,2022-01,Thursday,6,0.2686,Low Risk,No action
128,39.2,1537,2022-01-06 07:00:00,2637,0,83.89,0.6487,Food,Customer 1537,37,Address 1537,1947.17,2023-06-21,0,Merchant 2637,Location 2637,2022-01,Thursday,7,0.3528,Medium Risk,Monitor
129,49.87,1425,2022-01-06 08:00:00,2461,0,93.24,0.8657,Food,Customer 1425,56,Address 1425,6441.93,2023-03-01,0,Merchant 2461,Location 2461,2022-01,Thursday,8,0.3958,Medium Risk,Monitor
130,12.47,1761,2022-01-06 09:00:00,2928,0,53.75,0.6067,Other,Customer 1761,21,Address 1761,2854.19,2024-01-31,0,Merchant 2928,Location 2928,2022-01,Thursday,9,0.3252,Medium Risk,Monitor
131,75.99,1458,2022-01-06 10:00:00,2901,0,43.06,0.5439,Other,Customer 1458,35,Address 1458,8017.72,2023-04-03,0,Merchant 2901,Location 2901,2022-01,Thursday,10,0.2457,Low Risk,No action
132,65.03,1588,2022-01-06 11:00:00,2588,0,27.32,0.1944,Food,Customer 1588,27,Address 1588,7925.08,2023-08-11,0,Merchant 2588,Location 2588,2022-01,Thursday,11,0.1018,Low Risk,No action
133,92.37,1418,2022-01-06 12:00:00,2717,0,74.32,0.0508,Retail,Customer 1418,19,Address 1418,5724.61,2023-02-22,0,Merchant 2717,Location 2717,2022-01,Thursday,12,0.0764,Low Risk,No action
134,33.8,1299,2022-01-06 13:00:00,2511,0,81.1,0.6753,Food,Customer 1299,31,Address 1299,4661.56,2022-10-26,0,Merchant 2511,Location 2511,2022-01,Thursday,13,0.3341,Medium Risk,Monitor
135,14.56,1822,2022-01-06 14:00:00,2077,0,51.29,0.3518,Travel,Customer 1822,44,Address 1822,8603.32,2024-04-01,0,Merchant 2077,Location 2077,2022-01,Thursday,14,0.1622,Low Risk,No action
136,70.86,1152,2022-01-06 15:00:00,2921,0,76.33,0.6863,Travel,Customer 1152,55,Address 1152,7273.98,2022-06-01,0,Merchant 2921,Location 2921,2022-01,Thursday,15,0.3101,Medium Risk,Monitor
137,80.77,1667,2022-01-06 16:00:00,2639,0,82.19,0.1663,Other,Customer 1667,35,Address 1667,4096.12,2023-10-29,0,Merchant 2639,Location 2639,2022-01,Thursday,16,0.1362,Low Risk,No action
138,39.83,1669,2022-01-06 17:00:00,2548,0,68.07,0.1074,Online,Customer 1669,44,Address 1669,4490.14,2023-10-31,0,Merchant 2548,Location 2548,2022-01,Thursday,17,0.1103,Low Risk,No action
139,12.18,1169,2022-01-06 18:00:00,2338,0,97.73,0.0653,Online,Customer 1169,30,Address 1169,4020.71,2022-06-18,0,Merchant 2338,Location 2338,2022-01,Thursday,18,0.1022,Low Risk,No action
140,36.94,1574,2022-01-06 19:00:00,2180,0,44.41,0.7818,Travel,Customer 1574,55,Address 1574,5541.2,2023-07-28,0,Merchant 2180,Location 2180,2022-01,Thursday,19,0.3698,Medium Risk,Monitor
141,61.41,1019,2022-01-06 20:00:00,2209,0,46.57,0.6711,Retail,Customer 1019,37,Address 1019,3797.73,2022-01-19,0,Merchant 2209,Location 2209,2022-01,Thursday,20,0.3422,Medium Risk,Monitor
142,74.96,1017,2022-01-06 21:00:00,2919,0,50.5,0.5218,Other,Customer 1017,21,Address 1017,5179.0,2022-01-17,0,Merchant 2919,Location 2919,2022-01,Thursday,21,0.2707,Low Risk,No action
143,86.48,1150,2022-01-06 22:00:00,2573,0,73.01,0.0084,Online,Customer 1150,52,Address 1150,7476.99,2022-05-30,0,Merchant 2573,Location 2573,2022-01,Thursday,22,0.0358,Low Risk,No action
144,44.59,1087,2022-01-06 23:00:00,2954,0,70.59,0.2643,Online,Customer 1087,28,Address 1087,2934.81,2022-03-28,0,Merchant 2954,Location 2954,2022-01,Thursday,23,0.1884,Low Risk,No action
145,45.94,1129,2022-01-07 00:00:00,2936,0,18.76,0.7695,Online,Customer 1129,39,Address 1129,4396.08,2022-05-09,0,Merchant 2936,Location 2936,2022-01,Friday,0,0.3776,Medium Risk,Monitor
146,86.17,1234,2022-01-07 01:00:00,2011,0,33.87,0.0964,Food,Customer 1234,18,Address 1234,6737.5,2022-08-22,0,Merchant 2011,Location 2011,2022-01,Friday,1,0.0826,Low Risk,No action
147,19.69,1112,2022-01-07 02:00:00,2504,0,93.63,0.5908,Travel,Customer 1112,57,Address 1112,9784.74,2022-04-22,0,Merchant 2504,Location 2504,2022-01,Friday,2,0.2398,Low Risk,No action
148,79.52,1066,2022-01-07 03:00:00,2369,0,78.52,0.5997,Online,Customer 1066,64,Address 1066,8979.73,2022-03-07,0,Merchant 2369,Location 2369,2022-01,Friday,3,0.2513,Low Risk,No action
149,10.86,1598,2022-01-07 04:00:00,2751,1,13.74,0.077,Travel,Customer 1598,29,Address 1598,6550.06,2023-08-21,0,Merchant 2751,Location 2751,2022-01,Friday,4,0.3778,Medium Risk,Monitor
150,15.24,1117,2022-01-07 05:00:00,2684,0,35.76,0.9827,Other,Customer 1117,52,Address 1117,7288.04,2022-04-27,0,Merchant 2684,Location 2684,2022-01,Friday,5,0.4276,Medium Risk,Monitor
151,46.27,1311,2022-01-07 06:00:00,2920,0,91.21,0.6984,Retail,Customer 1311,25,Address 1311,9253.48,2022-11-07,0,Merchant 2920,Location 2920,2022-01,Friday,6,0.2907,Low Risk,No action
152,10.64,1998,2022-01-07 07:00:00,2953,0,67.73,0.7865,Travel,Customer 1998,25,Address 1998,9148.65,2024-09-24,0,Merchant 2953,Location 2953,2022-01,Friday,7,0.3288,Medium Risk,Monitor
153,40.53,1123,2022-01-07 08:00:00,2514,0,23.85,0.8609,Online,Customer 1123,34,Address 1123,7347.09,2022-05-03,0,Merchant 2514,Location 2514,2022-01,Friday,8,0.3818,Medium Risk,Monitor
154,55.75,1098,2022-01-07 09:00:00,2480,0,23.2,0.0363,Online,Customer 1098,61,Address 1098,6405.36,2022-04-08,0,Merchant 2480,Location 2480,2022-01,Friday,9,0.0633,Low Risk,No action
155,80.69,1836,2022-01-07 10:00:00,2598,0,55.12,0.1525,Retail,Customer 1836,47,Address 1836,4018.77,2024-04-15,0,Merchant 2598,Location 2598,2022-01,Friday,10,0.1332,Low Risk,No action
156,58.78,1126,2022-01-07 11:00:00,2245,0,92.42,0.1952,Retail,Customer 1126,27,Address 1126,7080.1,2022-05-06,0,Merchant 2245,Location 2245,2022-01,Friday,11,0.1141,Low Risk,No action
157,93.21,1105,2022-01-07 12:00:00,2068,0,60.55,0.7536,Online,Customer 1105,37,Address 1105,7588.28,2022-04-15,0,Merchant 2068,Location 2068,2022-01,Friday,12,0.3332,Medium Risk,Monitor
158,48.93,1634,2022-01-07 13:00:00,2454,0,58.14,0.0013,Food,Customer 1634,44,Address 1634,5302.39,2023-09-26,0,Merchant 2454,Location 2454,2022-01,Friday,13,0.0564,Low Risk,No action
159,75.85,1768,2022-01-07 14:00:00,2225,0,49.29,0.0686,Other,Customer 1768,35,Address 1768,1824.8,2024-02-07,0,Merchant 2225,Location 2225,2022-01,Friday,14,0.1248,Low Risk,No action
160,99.24,1271,2022-01-07 15:00:00,2783,1,20.43,0.7999,Food,Customer 1271,23,Address 1271,9084.79,2022-09-28,0,Merchant 2783,Location 2783,2022-01,Friday,15,0.6349,High Risk,Immediate review
161,97.62,1935,2022-01-07 16:00:00,2752,0,34.29,0.8128,Travel,Customer 1935,35,Address 1935,4805.28,2024-07-23,0,Merchant 2752,Location 2752,2022-01,Friday,16,0.3892,Medium Risk,Monitor
162,68.36,1666,2022-01-07 17:00:00,2583,1,93.91,0.1303,Retail,Customer 1666,36,Address 1666,9674.06,2023-10-28,0,Merchant 2583,Location 2583,2022-01,Friday,17,0.3591,Medium Risk,Monitor
163,52.74,1495,2022-01-07 18:00:00,2370,0,62.3,0.8962,Online,Customer 1495,20,Address 1495,1236.38,2023-05-10,0,Merchant 2370,Location 2370,2022-01,Friday,18,0.4638,Medium Risk,Monitor
164,88.76,1982,2022-01-07 19:00:00,2025,0,21.2,0.3293,Other,Customer 1982,46,Address 1982,4575.52,2024-09-08,0,Merchant 2025,Location 2025,2022-01,Friday,19,0.1989,Low Risk,No action
165,70.66,1127,2022-01-07 20:00:00,2998,0,39.62,0.064,Food,Customer 1127,39,Address 1127,4843.29,2022-05-07,0,Merchant 2998,Location 2998,2022-01,Friday,20,0.0914,Low Risk,No action
166,16.56,1437,2022-01-07 21:00:00,2081,0,94.99,0.173,Travel,Customer 1437,19,Address 1437,3712.17,2023-03-13,0,Merchant 2081,Location 2081,2022-01,Friday,21,0.1422,Low Risk,No action
167,36.87,1145,2022-01-07 22:00:00,2229,0,70.95,0.9579,Travel,Customer 1145,56,Address 1145,9855.67,2022-05-25,0,Merchant 2229,Location 2229,2022-01,Friday,22,0.387,Medium Risk,Monitor
168,37.98,1477,2022-01-07 23:00:00,2711,0,65.07,0.8399,Online,Customer 1477,31,Address 1477,4219.36,2023-04-22,0,Merchant 2711,Location 2711,2022-01,Friday,23,0.4092,Medium Risk,Monitor
169,37.41,1727,2022-01-08 00:00:00,2853,0,87.84,0.6381,Other,Customer 1727,25,Address 1727,7941.85,2023-12-28,0,Merchant 2853,Location 2853,2022-01,Saturday,0,0.2811,Low Risk,No action
170,27.46,1365,2022-01-08 01:00:00,2514,0,96.15,0.4298,Other,Customer 1365,49,Address 1365,2249.68,2022-12-31,1,Merchant 2514,Location 2514,2022-01,Saturday,1,0.4679,Medium Risk,Monitor
171,16.47,1239,2022-01-08 02:00:00,2201,0,91.19,0.4491,Retail,Customer 1239,40,Address 1239,8704.18,2022-08-27,0,Merchant 2201,Location 2201,2022-01,Saturday,2,0.2017,Low Risk,No action
172,95.81,1422,2022-01-08 03:00:00,2818,0,98.62,0.4189,Travel,Customer 1422,32,Address 1422,6988.0,2023-02-26,0,Merchant 2818,Location 2818,2022-01,Saturday,3,0.213,Low Risk,No action
173,63.48,1089,2022-01-08 04:00:00,2200,0,69.27,0.9567,Online,Customer 1089,50,Address 1089,6121.74,2022-03-30,0,Merchant 2200,Location 2200,2022-01,Saturday,4,0.4319,Medium Risk,Monitor
174,97.07,1407,2022-01-08 05:00:00,2898,1,38.4,0.7963,Retail,Customer 1407,32,Address 1407,8827.78,2023-02-11,0,Merchant 2898,Location 2898,2022-01,Saturday,5,0.635,High Risk,Immediate review
175,13.59,1233,2022-01-08 06:00:00,2298,0,72.08,0.3578,Online,Customer 1233,28,Address 1233,8198.18,2022-08-21,0,Merchant 2298,Location 2298,2022-01,Saturday,6,0.1702,Low Risk,No action
176,18.04,1474,2022-01-08 07:00:00,2144,0,23.17,0.3582,Online,Customer 1474,37,Address 1474,8007.84,2023-04-19,0,Merchant 2144,Location 2144,2022-01,Saturday,7,0.1728,Low Risk,No action
177,57.4,1059,2022-01-08 08:00:00,2372,0,97.0,0.3663,Other,Customer 1059,42,Address 1059,4450.43,2022-02-28,0,Merchant 2372,Location 2372,2022-01,Saturday,8,0.2166,Low Risk,No action
178,91.9,1596,2022-01-08 09:00:00,2196,0,75.18,0.4797,Online,Customer 1596,62,Address 1596,7604.04,2023-08-19,0,Merchant 2196,Location 2196,2022-01,Saturday,9,0.2254,Low Risk,No action
179,67.3,1800,2022-01-08 10:00:00,2981,0,71.28,0.806,Food,Customer 1800,58,Address 1800,6631.37,2024-03-10,0,Merchant 2981,Location 2981,2022-01,Saturday,10,0.3677,Medium Risk,Monitor
180,79.46,1117,2022-01-08 11:00:00,2229,0,73.51,0.4467,Food,Customer 1117,52,Address 1117,7288.04,2022-04-27,0,Merchant 2229,Location 2229,2022-01,Saturday,11,0.2176,Low Risk,No action
181,74.59,1548,2022-01-08 12:00:00,2078,0,95.82,0.1481,Other,Customer 1548,29,Address 1548,4483.16,2023-07-02,0,Merchant 2078,Location 2078,2022-01,Saturday,12,0.1262,Low Risk,No action
182,90.05,1084,2022-01-08 13:00:00,2220,0,18.85,0.7304,Travel,Customer 1084,60,Address 1084,2169.43,2022-03-25,0,Merchant 2220,Location 2220,2022-01,Saturday,13,0.385,Medium Risk,Monitor
183,71.66,1591,2022-01-08 14:00:00,2671,0,13.29,0.9666,Online,Customer 1591,36,Address 1591,7962.41,2023-08-14,0,Merchant 2671,Location 2671,2022-01,Saturday,14,0.4141,Medium Risk,Monitor
184,76.74,1107,2022-01-08 15:00:00,2507,0,70.84,0.9345,Retail,Customer 1107,60,Address 1107,6166.29,2022-04-17,0,Merchant 2507,Location 2507,2022-01,Saturday,15,0.4232,Medium Risk,Monitor
185,30.73,1449,2022-01-08 16:00:00,2166,0,29.8,0.8714,Online,Customer 1449,64,Address 1449,3495.32,2023-03-25,0,Merchant 2166,Location 2166,2022-01,Saturday,16,0.4288,Medium Risk,Monitor
186,13.95,1997,2022-01-08 17:00:00,2528,0,10.98,0.0887,Online,Customer 1997,58,Address 1997,9255.45,2024-09-23,0,Merchant 2528,Location 2528,2022-01,Saturday,17,0.0484,Low Risk,No action
187,86.28,1825,2022-01-08 18:00:00,2366,0,30.63,0.3805,Retail,Customer 1825,54,Address 1825,4886.01,2024-04-04,0,Merchant 2366,Location 2366,2022-01,Saturday,18,0.216,Low Risk,No action
188,39.15,1609,2022-01-08 19:00:00,2348,0,86.27,0.5997,Other,Customer 1609,29,Address 1609,7085.44,2023-09-01,0,Merchant 2348,Location 2348,2022-01,Saturday,19,0.2755,Low Risk,No action
189,63.76,1439,2022-01-08 20:00:00,2163,0,90.69,0.0526,Food,Customer 1439,47,Address 1439,8557.61,2023-03-15,0,Merchant 2163,Location 2163,2022-01,Saturday,20,0.0434,Low Risk,No action
190,13.94,1122,2022-01-08 21:00:00,2778,0,97.46,0.1324,Travel,Customer 1122,54,Address 1122,4998.11,2022-05-02,0,Merchant 2778,Location 2778,2022-01,Saturday,21,0.1148,Low Risk,No action
191,39.28,1542,2022-01-08 22:00:00,2360,0,94.26,0.2816,Retail,Customer 1542,63,Address 1542,6808.66,2023-06-26,0,Merchant 2360,Location 2360,2022-01,Saturday,22,0.1529,Low Risk,No action
192,61.29,1024,2022-01-08 23:00:00,2940,0,65.21,0.0361,Retail,Customer 1024,40,Address 1024,1795.33,2022-01-24,0,Merchant 2940,Location 2940,2022-01,Saturday,23,0.111,Low Risk,No action
193,61.59,1804,2022-01-09 00:00:00,2926,0,58.93,0.9645,Food,Customer 1804,24,Address 1804,8924.93,2024-03-14,0,Merchant 2926,Location 2926,2022-01,Sunday,0,0.4005,Medium Risk,Monitor
194,25.81,1394,2022-01-09 01:00:00,2176,0,82.0,0.1764,Travel,Customer 1394,31,Address 1394,1417.69,2023-01-29,0,Merchant 2176,Location 2176,2022-01,Sunday,1,0.1677,Low Risk,No action
195,60.16,1377,2022-01-09 02:00:00,2901,0,46.79,0.8293,Food,Customer 1377,46,Address 1377,7515.21,2023-01-12,0,Merchant 2901,Location 2901,2022-01,Sunday,2,0.3648,Medium Risk,Monitor
196,73.95,1860,2022-01-09 03:00:00,2208,0,11.41,0.1556,Travel,Customer 1860,21,Address 1860,2424.45,2024-05-09,0,Merchant 2208,Location 2208,2022-01,Sunday,3,0.1495,Low Risk,No action
197,41.6,1022,2022-01-09 04:00:00,2125,0,39.75,0.7831,Retail,Customer 1022,55,Address 1022,4265.27,2022-01-22,0,Merchant 2125,Location 2125,2022-01,Sunday,4,0.3849,Medium Risk,Monitor
198,77.5,1599,2022-01-09 05:00:00,2162,0,69.43,0.4507,Online,Customer 1599,18,Address 1599,8662.85,2023-08-22,1,Merchant 2162,Location 2162,2022-01,Sunday,5,0.4033,Medium Risk,Monitor
199,60.7,1281,2022-01-09 06:00:00,2679,1,74.8,0.3541,Retail,Customer 1281,33,Address 1281,3183.47,2022-10-08,0,Merchant 2679,Location 2679,2022-01,Sunday,6,0.5248,Medium Risk,Monitor
200,10.87,1549,2022-01-09 07:00:00,2900,0,11.14,0.6544,Online,Customer 1549,60,Address 1549,4220.47,2023-07-03,0,Merchant 2900,Location 2900,2022-01,Sunday,7,0.3319,Medium Risk,Monitor
201,78.7,1237,2022-01-09 08:00:00,2382,0,78.79,0.0925,Other,Customer 1237,32,Address 1237,5160.48,2022-08-25,0,Merchant 2382,Location 2382,2022-01,Sunday,8,0.0967,Low Risk,No action
202,13.56,1800,2022-01-09 09:00:00,2802,0,73.36,0.8635,Online,Customer 1800,58,Address 1800,6631.37,2024-03-10,0,Merchant 2802,Location 2802,2022-01,Sunday,9,0.3924,Medium Risk,Monitor
203,61.4,1167,2022-01-09 10:00:00,2789,0,19.79,0.646,Retail,Customer 1167,33,Address 1167,4121.32,2022-06-16,0,Merchant 2789,Location 2789,2022-01,Sunday,10,0.3285,Medium Risk,Monitor
204,68.41,1559,2022-01-09 11:00:00,2856,0,52.57,0.1032,Online,Customer 1559,22,Address 1559,4091.68,2023-07-13,0,Merchant 2856,Location 2856,2022-01,Sunday,11,0.1131,Low Risk,No action
205,59.46,1764,2022-01-09 12:00:00,2618,0,87.95,0.7811,Travel,Customer 1764,49,Address 1764,7695.15,2024-02-03,0,Merchant 2618,Location 2618,2022-01,Sunday,12,0.3433,Medium Risk,Monitor
206,94.57,1124,2022-01-09 13:00:00,2493,0,45.35,0.3868,Travel,Customer 1124,45,Address 1124,6746.99,2022-05-04,0,Merchant 2493,Location 2493,2022-01,Sunday,13,0.1985,Low Risk,No action
207,81.56,1095,2022-01-09 14:00:00,2713,0,49.03,0.2741,Other,Customer 1095,27,Address 1095,8403.77,2022-04-05,1,Merchant 2713,Location 2713,2022-01,Sunday,14,0.3307,Medium Risk,Monitor
208,58.42,1690,2022-01-09 15:00:00,2478,0,76.79,0.3144,Travel,Customer 1690,24,Address 1690,5729.01,2023-11-21,0,Merchant 2478,Location 2478,2022-01,Sunday,15,0.1802,Low Risk,No action
209,48.04,1359,2022-01-09 16:00:00,2405,0,57.26,0.2883,Food,Customer 1359,53,Address 1359,8430.99,2022-12-25,0,Merchant 2405,Location 2405,2022-01,Sunday,16,0.138,Low Risk,No action
210,27.51,1026,2022-01-09 17:00:00,2332,0,21.24,0.3228,Other,Customer 1026,58,Address 1026,8091.74,2022-01-26,0,Merchant 2332,Location 2332,2022-01,Sunday,17,0.1548,Low Risk,No action
211,67.03,1596,2022-01-09 18:00:00,2989,0,79.38,0.97,Online,Customer 1596,62,Address 1596,7604.04,2023-08-19,0,Merchant 2989,Location 2989,2022-01,Sunday,18,0.419,Medium Risk,Monitor
212,78.56,1506,2022-01-09 19:00:00,2828,1,52.48,0.8582,Other,Customer 1506,22,Address 1506,5745.09,2023-05-21,0,Merchant 2828,Location 2828,2022-01,Sunday,19,0.6985,High Risk,Immediate review
213,81.96,1219,2022-01-09 20:00:00,2065,0,75.33,0.4463,Food,Customer 1219,23,Address 1219,7649.65,2022-08-07,0,Merchant 2065,Location 2065,2022-01,Sunday,20,0.2127,Low Risk,No action
214,66.22,1609,2022-01-09 21:00:00,2536,0,76.77,0.1169,Travel,Customer 1609,29,Address 1609,7085.44,2023-09-01,0,Merchant 2536,Location 2536,2022-01,Sunday,21,0.0857,Low Risk,No action
215,43.29,1788,2022-01-09 22:00:00,2225,0,87.14,0.2473,Online,Customer 1788,27,Address 1788,4384.8,2024-02-27,0,Merchant 2225,Location 2225,2022-01,Sunday,22,0.1634,Low Risk,No action
216,91.45,1320,2022-01-09 23:00:00,2533,0,33.35,0.0499,Retail,Customer 1320,48,Address 1320,4674.92,2022-11-16,0,Merchant 2533,Location 2533,2022-01,Sunday,23,0.0871,Low Risk,No action
217,98.69,1194,2022-01-10 00:00:00,2023,0,79.68,0.4856,Travel,Customer 1194,40,Address 1194,7405.68,2022-07-13,0,Merchant 2023,Location 2023,2022-01,Monday,0,0.2295,Low Risk,No action
218,84.04,1387,2022-01-10 01:00:00,2884,0,21.68,0.0866,Online,Customer 1387,31,Address 1387,2137.2,2023-01-22,1,Merchant 2884,Location 2884,2022-01,Monday,1,0.3289,Medium Risk,Monitor
219,26.71,1381,2022-01-10 02:00:00,2388,0,78.79,0.8576,Online,Customer 1381,58,Address 1381,4206.2,2023-01-16,0,Merchant 2388,Location 2388,2022-01,Monday,2,0.4154,Medium Risk,Monitor
220,95.67,1023,2022-01-10 03:00:00,2338,0,66.74,0.3074,Online,Customer 1023,34,Address 1023,9545.47,2022-01-23,0,Merchant 2338,Location 2338,2022-01,Monday,3,0.1306,Low Risk,No action
221,53.85,1292,2022-01-10 04:00:00,2094,0,47.44,0.2106,Food,Customer 1292,33,Address 1292,5713.49,2022-10-19,0,Merchant 2094,Location 2094,2022-01,Monday,4,0.137,Low Risk,No action
222,67.76,1556,2022-01-10 05:00:00,2206,0,17.37,0.059,Online,Customer 1556,53,Address 1556,2262.49,2023-07-10,0,Merchant 2206,Location 2206,2022-01,Monday,5,0.1182,Low Risk,No action
223,68.87,1616,2022-01-10 06:00:00,2334,0,56.89,0.0177,Travel,Customer 1616,31,Address 1616,5058.36,2023-09-08,0,Merchant 2334,Location 2334,2022-01,Monday,6,0.0657,Low Risk,No action
224,32.33,1646,2022-01-10 07:00:00,2893,0,22.12,0.6815,Retail,Customer 1646,46,Address 1646,1384.67,2023-10-08,0,Merchant 2893,Location 2893,2022-01,Monday,7,0.3723,Medium Risk,Monitor
225,87.02,1678,2022-01-10 08:00:00,2979,0,41.47,0.9854,Food,Customer 1678,33,Address 1678,3302.01,2023-11-09,1,Merchant 2979,Location 2979,2022-01,Monday,8,0.6734,High Risk,Immediate review
226,34.53,1950,2022-01-10 09:00:00,2539,0,13.87,0.7622,Food,Customer 1950,48,Address 1950,2394.86,2024-08-07,0,Merchant 2539,Location 2539,2022-01,Monday,9,0.3962,Medium Risk,Monitor
227,72.13,1995,2022-01-10 10:00:00,2776,1,29.68,0.9392,Travel,Customer 1995,38,Address 1995,2240.52,2024-09-21,0,Merchant 2776,Location 2776,2022-01,Monday,10,0.7674,High Risk,Immediate review
228,55.8,1492,2022-01-10 11:00:00,2962,0,10.97,0.1883,Online,Customer 1492,46,Address 1492,2989.82,2023-05-07,0,Merchant 2962,Location 2962,2022-01,Monday,11,0.1568,Low Risk,No action
229,26.45,1395,2022-01-10 12:00:00,2687,0,94.06,0.2589,Other,Customer 1395,32,Address 1395,4381.29,2023-01-30,1,Merchant 2687,Location 2687,2022-01,Monday,12,0.3696,Medium Risk,Monitor
230,99.72,1903,2022-01-10 13:00:00,2473,0,51.61,0.9586,Food,Customer 1903,18,Address 1903,4718.54,2024-06-21,0,Merchant 2473,Location 2473,2022-01,Monday,13,0.4478,Medium Risk,Monitor
231,39.3,1442,2022-01-10 14:00:00,2577,0,70.87,0.4745,Online,Customer 1442,54,Address 1442,9760.43,2023-03-18,0,Merchant 2577,Location 2577,2022-01,Monday,14,0.1968,Low Risk,No action
232,48.96,1169,2022-01-10 15:00:00,2559,0,14.75,0.3279,Other,Customer 1169,30,Address 1169,4020.71,2022-06-18,0,Merchant 2559,Location 2559,2022-01,Monday,15,0.2052,Low Risk,No action
233,98.73,1767,2022-01-10 16:00:00,2787,0,62.37,0.0452,Online,Customer 1767,38,Address 1767,1238.12,2024-02-06,0,Merchant 2787,Location 2787,2022-01,Monday,16,0.1217,Low Risk,No action
234,69.33,1221,2022-01-10 17:00:00,2851,0,35.95,0.8935,Other,Customer 1221,37,Address 1221,6722.29,2022-08-09,0,Merchant 2851,Location 2851,2022-01,Monday,17,0.4037,Medium Risk,Monitor
235,65.35,1806,2022-01-10 18:00:00,2949,0,56.43,0.9123,Retail,Customer 1806,61,Address 1806,7475.02,2024-03-16,0,Merchant 2949,Location 2949,2022-01,Monday,18,0.3992,Medium Risk,Monitor
236,69.83,1999,2022-01-10 19:00:00,2789,0,33.88,0.4038,Retail,Customer 1999,57,Address 1999,7376.85,2024-09-25,0,Merchant 2789,Location 2789,2022-01,Monday,19,0.1982,Low Risk,No action
237,46.17,1506,2022-01-10 20:00:00,2442,0,23.31,0.8944,Online,Customer 1506,22,Address 1506,5745.09,2023-05-21,0,Merchant 2442,Location 2442,2022-01,Monday,20,0.4143,Medium Risk,Monitor
238,55.2,1024,2022-01-10 21:00:00,2231,0,25.29,0.0897,Retail,Customer 1024,40,Address 1024,1795.33,2022-01-24,0,Merchant 2231,Location 2231,2022-01,Monday,21,0.1326,Low Risk,No action
239,53.98,1359,2022-01-10 22:00:00,2442,0,52.57,0.3352,Retail,Customer 1359,53,Address 1359,8430.99,2022-12-25,0,Merchant 2442,Location 2442,2022-01,Monday,22,0.1576,Low Risk,No action
240,45.01,1892,2022-01-10 23:00:00,2282,1,77.85,0.5723,Online,Customer 1892,59,Address 1892,5096.28,2024-06-10,0,Merchant 2282,Location 2282,2022-01,Monday,23,0.5869,Medium Risk,Monitor
241,27.19,1830,2022-01-11 00:00:00,2373,0,59.12,0.2721,Other,Customer 1830,22,Address 1830,9443.2,2024-04-09,0,Merchant 2373,Location 2373,2022-01,Tuesday,0,0.116,Low Risk,No action
242,25.42,1515,2022-01-11 01:00:00,2702,0,69.93,0.5158,Online,Customer 1515,37,Address 1515,7872.51,2023-05-30,0,Merchant 2702,Location 2702,2022-01,Tuesday,1,0.2379,Low Risk,No action
243,48.25,1479,2022-01-11 02:00:00,2451,0,92.36,0.1345,Food,Customer 1479,47,Address 1479,6915.09,2023-04-24,0,Merchant 2451,Location 2451,2022-01,Tuesday,2,0.0952,Low Risk,No action
